"","phase","objFun","maxGrad","nPar","convCode","convMsg","time"
"1","1",2169.00689143871,0.00353004040857741,14,0,"relative convergence (4)",0.0407
"2","2",2161.17342912064,0.00837859635635141,24,0,"relative convergence (4)",0.0172
"3","3",1840.26078764567,0.00616745630118487,92,0,"relative convergence (4)",0.0204333333333333
"4","4",1423.10954143437,0.00407412402381269,245,0,"relative convergence (4)",0.0278666666666667
"5","5",1418.65351069566,0.00604189153600743,248,0,"relative convergence (4)",0.0264333333333333
"6","6",1365.00134736313,0.00545515931446858,252,0,"relative convergence (4)",0.0337666666666667
"7","7",1360.44119055676,0.0497655098416567,255,0,"relative convergence (4)",0.0306833333333334
"8","8",1311.96539148283,0.0308589200217178,258,0,"relative convergence (4)",0.0330666666666667
"9","9",1286.23923608398,0.00808707799325425,262,0,"relative convergence (4)",0.0309666666666667
"10","10",1285.24007661614,0.00942766478417578,266,0,"relative convergence (4)",0.03095
"11","RE",NA,NA,NA,NA,NA,NA
