"","phase","objFun","maxGrad","nPar","convCode","convMsg","time"
"1","1",2174.6257039301,0.00538048478312189,14,0,"relative convergence (4)",0.0319833333333008
"2","2",2163.58628183772,0.0143450917323449,24,0,"relative convergence (4)",0.0190333333333304
"3","3",1712.68512123378,0.00240522766212337,219,0,"relative convergence (4)",0.0270666666666633
"4","4",1369.86751065298,0.00616298049882502,372,0,"relative convergence (4)",0.0335833333333236
"5","5",1368.89034557721,0.00390475681069802,375,0,"relative convergence (4)",0.0316500000000209
"6","6",1328.44934396359,0.0155220036825847,379,0,"relative convergence (4)",0.0403000000000247
"7","7",1321.52975433347,0.0270450212150068,382,0,"relative convergence (4)",0.0356499999999869
"8","8",1264.75162894032,0.0506210601604629,385,0,"relative convergence (4)",0.0408000000000053
"9","9",1241.85822262948,0.00682033131189108,389,0,"relative convergence (4)",0.0428333333333285
"10","10",1240.99604856195,0.00554009679301615,393,0,"relative convergence (4)",0.040983333333376
"11","RE",NA,NA,NA,NA,NA,NA
