"","phase","objFun","maxGrad","nPar","convCode","convMsg","time"
"1","1",2169.00689143871,0.00353004040857741,14,0,"relative convergence (4)",0.0326666666666521
"2","2",2161.17342912064,0.00837859635635141,24,0,"relative convergence (4)",0.0172166666665968
"3","3",1723.773213796,0.0132654732438482,219,0,"relative convergence (4)",0.0309666666666696
"4","4",1385.7599999181,0.000679686804163637,372,0,"relative convergence (4)",0.0403833333332538
"5","5",1385.08281264619,0.00673144203082183,375,0,"relative convergence (4)",0.0378166666666705
"6","6",1336.75344839799,0.0346993083108522,379,0,"relative convergence (4)",0.0470166666666046
"7","7",1330.11783807857,0.00477770634195274,382,0,"relative convergence (4)",0.0468833333332441
"8","8",1271.79292053218,0.0178832541872254,385,0,"relative convergence (4)",0.0572000000000116
"9","9",1249.52674630234,0.0109699614690619,389,0,"relative convergence (4)",0.0487333333333178
"10","10",1248.70036594234,0.0381743721881147,393,0,"relative convergence (4)",0.0409500000000359
"11","RE",NA,NA,NA,NA,NA,NA
