"","phase","objFun","maxGrad","nPar","convCode","convMsg","time"
"1","1",2387.7955903588,0.00156128161174252,14,0,"relative convergence (4)",0.0435333333332286
"2","2",2384.11537578919,0.0197442059638604,24,0,"relative convergence (4)",0.0218833333333653
"3","3",1953.25215875981,0.00239818718754758,219,0,"relative convergence (4)",0.0314500000000407
"4","4",1659.80164227078,0.00301395181963215,372,0,"relative convergence (4)",0.0325500000000223
"5","5",1658.11737373064,0.0014144055012153,375,0,"relative convergence (4)",0.0350666666667773
"6","6",1655.97736189193,0.0379528035552266,379,0,"relative convergence (4)",0.0401666666666036
"7","7",1643.93544264388,0.02630889191345,382,0,"relative convergence (4)",0.0432500000000194
"8","8",1337.25429533306,0.0278768464653787,385,0,"relative convergence (4)",0.0595666666666754
"9","9",1310.94052594559,0.00154794672484293,389,0,"relative convergence (4)",0.0564999999999903
"10","10",1309.93659434623,0.0133497292628366,393,0,"relative convergence (4)",0.0466166666667656
"11","RE",NA,NA,NA,NA,NA,NA
